Attack Type,Action Taken,Severity Level,Protocol,Malware Indicators,Device Information,Localidad,Region
2,0,1,2,0,0,114,14
0,0,1,1,1,37,224,16
1,1,2,2,1,0,108,12
0,2,1,1,0,0,240,1
0,0,2,0,1,0,11,17
1,0,0,1,0,0,272,14
0,0,1,0,0,177,257,3
0,0,0,1,0,0,25,16
1,2,2,0,1,0,156,8
2,0,1,2,0,62,137,12
1,2,1,2,0,0,77,1
2,2,0,0,1,0,170,12
2,1,1,1,0,0,10,10
2,0,0,2,1,0,138,7
0,2,2,2,1,3,65,16
0,0,2,1,0,0,43,17
0,0,1,1,0,0,40,19
0,0,1,0,0,0,150,25
1,2,2,0,1,0,59,10
1,1,1,1,1,0,166,24
0,1,2,1,1,0,199,26
0,1,0,2,0,0,252,23
2,0,2,2,1,0,97,5
2,2,2,1,1,0,270,19
2,1,2,1,0,0,41,19
1,0,2,2,0,0,44,19
1,1,0,1,1,0,186,24
0,0,0,1,1,0,148,24
0,2,0,0,1,83,123,17
1,0,1,0,0,0,4,14
1,2,2,2,0,0,302,15
2,0,0,1,1,122,197,18
1,1,0,2,1,0,88,3
1,0,1,1,0,0,47,15
2,2,2,0,0,88,133,11
2,0,1,2,0,0,67,14
1,2,0,0,1,83,264,16
0,1,2,2,1,0,115,17
1,1,2,1,1,0,211,9
1,2,1,1,0,0,262,4
2,0,1,2,1,0,291,5
1,0,2,0,1,0,178,10
2,2,2,0,0,2,12,27
0,2,2,2,1,0,112,20
1,1,2,1,1,0,149,17
2,2,0,1,1,0,108,25
0,0,1,2,1,69,258,8
1,0,1,2,1,70,304,24
1,2,2,2,1,107,305,11
2,1,0,0,1,0,233,24
2,2,1,0,0,66,131,16
2,0,1,2,0,0,236,17
0,1,0,1,0,82,169,24
1,2,1,1,0,0,89,21
0,1,1,2,0,35,245,12
0,1,0,1,1,29,153,9
0,0,1,0,1,0,285,25
2,1,2,1,1,0,91,17
0,0,1,1,1,62,75,20
0,2,1,2,0,0,312,5
0,0,1,0,1,0,108,2
2,1,0,2,1,0,94,17
1,2,0,2,0,62,144,15
1,1,1,0,0,47,298,17
1,1,0,1,1,0,251,26
1,1,2,0,0,0,181,3
2,0,2,1,1,0,293,17
1,1,0,0,1,0,287,8
0,1,1,2,1,0,134,19
0,1,2,2,0,0,289,12
2,0,2,2,1,0,85,21
2,1,1,0,1,0,297,27
0,1,2,2,0,71,78,14
0,1,2,1,1,0,148,5
0,2,0,2,1,0,25,6
0,0,0,0,1,0,231,11
1,0,1,1,1,0,121,23
2,0,1,1,0,138,103,0
2,1,1,0,1,0,179,21
0,1,2,2,1,80,220,4
1,1,1,0,0,119,42,20
2,1,2,0,1,0,256,8
1,0,0,2,1,145,120,8
2,1,0,2,0,0,315,11
2,1,1,0,0,0,135,26
0,1,1,0,1,0,241,20
0,1,2,1,1,0,50,8
0,2,1,2,1,0,146,16
0,2,1,1,1,0,204,11
0,2,2,0,1,0,298,8
2,2,2,2,0,0,288,8
0,0,2,0,0,0,200,19
2,1,2,2,1,0,314,4
1,2,2,1,0,0,314,25
1,0,2,0,1,0,264,7
0,0,1,0,0,0,257,6
1,0,2,0,0,0,11,17
1,2,0,1,0,126,261,4
2,1,0,1,1,72,164,4
2,2,1,0,1,0,235,1
2,0,0,1,0,0,255,22
2,1,0,1,1,0,157,26
2,1,0,2,0,0,49,13
2,0,0,2,1,37,70,3
2,2,0,1,0,0,25,23
0,1,2,0,1,0,251,17
0,0,2,0,1,0,30,11
0,1,2,1,0,85,157,5
1,2,1,1,1,0,59,8
2,0,1,2,1,30,103,9
2,2,2,2,0,0,52,20
2,1,2,2,0,0,236,7
0,2,2,0,0,0,10,25
0,0,2,2,0,0,282,17
1,2,0,0,0,0,61,7
0,0,2,0,1,0,59,13
2,0,1,0,1,0,67,14
1,2,2,0,0,5,111,16
2,0,1,0,0,140,284,24
1,2,2,0,0,0,277,2
1,0,0,1,1,0,241,16
2,1,0,2,1,0,100,25
2,0,2,2,1,0,160,0
2,2,1,1,1,0,48,2
0,0,0,2,1,0,239,6
0,0,0,1,0,0,60,19
1,2,2,2,0,0,16,11
1,1,2,0,0,0,270,5
0,0,0,0,1,85,151,7
0,1,1,1,1,0,241,24
2,0,1,1,1,0,218,8
1,1,0,0,0,0,197,0
0,2,0,1,1,0,155,25
1,0,2,1,1,102,71,27
2,0,0,1,0,53,71,27
2,2,1,1,0,0,47,11
0,0,0,0,0,0,152,10
1,0,2,2,1,120,100,25
2,0,1,2,0,0,11,5
2,2,0,1,0,0,309,0
1,0,1,1,1,0,172,2
1,1,1,2,0,0,257,21
1,1,2,0,1,0,13,24
1,1,1,1,1,0,164,18
2,1,2,2,1,47,45,1
1,1,2,0,0,0,152,21
1,2,1,2,0,0,244,2
0,0,2,2,0,0,56,6
2,2,0,2,0,0,59,22
0,1,2,0,1,0,3,6
1,2,2,1,1,0,30,5
1,2,1,1,0,0,38,22
2,1,1,0,0,148,282,9
0,2,0,2,1,0,5,5
0,0,0,1,1,80,51,10
2,0,0,0,1,0,65,21
0,0,1,2,0,0,91,3
0,2,2,0,0,0,305,3
2,1,2,2,1,117,103,12
0,0,0,2,1,0,159,16
0,0,0,2,1,0,29,26
1,1,0,2,0,0,112,5
2,2,2,0,0,0,188,18
0,1,1,0,1,0,232,22
1,1,0,0,0,0,101,21
1,1,0,1,1,0,124,16
1,1,1,2,0,0,251,12
1,2,0,0,1,0,191,10
1,2,1,2,1,0,272,1
1,0,0,2,1,0,53,14
2,1,0,1,1,0,152,0
0,2,1,0,0,0,218,27
1,1,1,1,1,0,102,21
2,1,2,2,0,0,239,4
0,0,2,1,1,0,133,13
0,0,1,0,1,86,91,9
1,0,2,2,1,0,181,18
1,0,0,1,0,0,28,23
0,0,1,1,0,0,35,15
0,2,1,2,1,0,186,8
0,0,0,0,0,0,185,9
2,1,1,2,1,0,74,27
1,0,1,0,1,11,7,1
1,1,2,2,1,0,114,27
2,2,1,1,1,105,186,2
1,1,1,2,1,0,213,2
1,1,0,1,0,0,215,2
0,2,2,1,1,0,259,23
0,2,0,2,0,0,312,23
1,2,1,2,1,0,315,21
1,1,0,1,1,0,252,0
1,1,0,2,1,0,306,17
0,2,2,1,1,0,89,1
2,0,2,0,1,32,154,21
1,0,1,1,0,0,286,2
1,2,2,2,0,0,17,25
1,1,1,2,0,0,242,24
1,1,0,1,0,0,119,10
0,2,2,1,1,108,254,21
1,2,0,2,0,87,146,27
2,2,1,1,0,110,216,13
1,1,0,0,0,0,152,16
0,1,1,0,1,0,260,18
0,1,0,2,0,0,42,25
0,2,0,0,1,0,236,18
1,0,1,2,1,0,261,4
2,2,0,2,0,0,281,4
1,0,0,2,0,49,2,22
1,1,0,0,1,0,123,8
2,1,1,1,0,0,169,6
2,1,2,1,1,0,136,14
0,2,1,2,1,0,54,1
0,1,2,1,0,0,133,7
0,2,2,0,1,0,96,17
0,1,0,0,1,0,26,1
1,1,0,0,0,0,256,24
2,1,0,2,0,0,311,8
0,0,1,2,1,0,52,0
2,2,1,0,1,0,302,1
2,2,0,2,0,0,243,22
2,2,1,1,1,49,6,1
1,2,2,0,0,158,244,22
1,0,0,1,0,4,2,15
1,0,2,0,0,0,243,21
1,2,1,0,1,0,217,19
2,1,0,1,1,138,98,1
2,0,1,0,1,0,276,12
0,1,1,0,0,0,239,16
0,2,1,2,0,0,141,15
0,2,0,1,0,68,215,27
2,2,1,1,1,0,191,23
0,0,2,1,0,0,291,23
1,0,1,1,1,0,255,17
0,1,1,2,1,0,82,5
2,0,0,2,0,0,117,10
2,0,1,2,0,61,305,24
0,2,0,2,1,0,295,11
1,0,2,1,0,0,6,16
0,1,2,0,1,87,213,4
0,0,0,0,0,0,46,6
0,0,2,0,0,0,74,21
0,2,2,1,1,0,3,16
0,1,2,2,0,0,272,8
2,2,2,1,0,0,75,20
0,1,2,0,0,0,240,20
1,1,2,1,0,0,24,13
0,2,2,1,0,0,150,4
0,2,2,1,1,0,44,23
0,2,1,0,0,0,293,13
1,0,0,0,1,8,38,23
1,2,1,1,1,0,266,1
2,1,2,2,1,0,164,6
1,2,2,1,0,0,294,9
2,2,1,2,0,0,260,27
0,1,0,2,1,0,224,12
0,0,0,0,0,0,123,9
1,1,1,1,0,0,234,21
2,1,1,2,1,0,48,14
2,2,0,1,0,0,10,27
1,0,1,1,1,0,174,25
1,0,1,1,0,0,108,25
1,2,0,2,1,0,65,21
1,0,2,0,1,173,178,8
1,1,1,1,1,0,34,4
2,0,2,0,0,69,145,5
1,2,0,0,1,0,86,20
2,2,0,0,1,0,9,9
2,2,0,2,0,56,173,1
1,1,1,1,1,146,191,26
0,2,2,0,1,0,42,2
1,0,2,1,1,0,310,26
0,1,2,1,0,0,244,15
0,0,1,0,1,0,261,26
0,2,2,1,1,0,5,24
2,1,0,0,0,0,21,25
0,1,0,1,1,0,182,5
1,1,2,0,1,0,196,2
1,0,0,2,0,0,190,25
0,0,0,1,1,0,119,2
0,0,1,2,0,0,69,12
2,0,2,2,1,172,32,1
1,2,0,2,0,42,2,21
1,0,1,1,0,0,181,7
2,1,2,1,0,0,34,22
0,2,2,2,1,0,271,26
1,2,1,1,0,0,124,21
0,1,2,1,1,20,150,26
2,2,1,1,0,105,235,0
0,1,2,1,0,0,124,10
2,2,2,0,1,0,64,27
2,1,1,2,1,0,63,18
2,0,0,0,0,0,49,14
2,2,1,1,0,0,183,22
0,0,1,1,0,0,109,12
0,2,0,1,1,90,282,16
0,0,0,2,1,0,113,23
0,0,0,2,0,0,294,12
2,2,2,1,0,65,288,23
0,1,2,0,0,0,308,0
1,2,1,1,0,0,189,27
1,1,2,0,0,91,281,11
2,0,0,0,1,0,59,24
2,2,1,1,0,0,143,21
0,2,1,2,0,0,34,19
2,1,0,2,1,0,114,15
2,0,2,2,0,0,12,15
2,0,1,0,0,0,61,19
2,2,2,2,1,0,63,16
1,2,1,1,1,0,45,5
2,0,2,1,1,0,199,17
1,0,1,1,1,0,149,1
1,1,1,1,1,0,113,6
0,2,2,1,1,0,82,5
0,2,2,0,0,0,290,1
1,0,2,0,0,0,150,5
0,0,1,2,1,146,77,1
0,2,0,1,0,0,46,26
1,1,0,0,0,0,243,18
2,1,0,2,0,0,95,26
0,1,2,0,1,0,231,9
0,2,0,1,0,0,289,24
1,0,1,0,1,0,65,23
0,2,0,0,1,54,284,2
0,1,0,0,0,0,149,2
0,2,2,0,1,128,189,2
0,1,0,0,1,0,254,21
2,2,0,1,0,0,260,12
1,2,1,0,1,0,228,23
0,1,0,2,0,0,173,26
0,0,0,0,1,0,63,6
1,2,1,2,0,0,11,8
1,2,2,0,1,0,209,9
0,0,2,2,1,0,267,2
0,0,0,0,1,0,72,8
0,2,1,2,0,75,193,23
0,0,2,2,1,0,290,21
2,1,0,2,1,0,209,5
1,0,1,0,0,0,150,22
2,2,1,0,0,71,117,25
2,1,0,0,1,0,254,7
2,2,1,1,0,0,114,18
0,0,2,1,0,0,24,12
0,1,0,2,1,0,187,1
2,2,0,2,1,0,151,3
0,2,2,2,0,0,310,13
0,2,0,1,0,0,208,1
2,2,2,0,0,0,285,23
1,0,2,0,0,0,7,22
1,2,1,0,1,0,275,10
0,1,0,1,1,0,143,19
2,1,2,0,1,0,271,25
2,2,2,0,0,0,259,1
1,2,1,0,0,0,182,11
2,0,1,2,0,0,68,12
1,0,0,2,0,0,117,24
0,0,1,2,0,0,92,14
2,2,2,1,1,0,138,27
1,0,0,2,0,153,240,2
2,2,2,1,0,0,159,8
1,1,1,1,1,0,144,0
0,0,0,2,1,0,127,18
1,2,1,2,1,0,250,9
0,2,0,1,0,0,300,23
0,0,0,2,1,0,63,23
0,0,1,2,0,0,215,11
2,2,2,0,1,0,290,16
2,1,0,2,1,0,142,15
2,0,0,1,0,27,42,24
2,2,1,2,0,0,72,15
0,1,1,2,0,0,107,10
0,1,0,0,1,0,248,18
2,0,2,0,1,0,273,19
0,1,1,2,1,0,184,11
0,2,2,2,0,0,249,8
0,2,0,0,0,0,144,13
0,1,1,1,0,0,240,16
1,2,2,2,0,0,15,3
2,2,2,1,1,0,2,27
2,1,2,1,1,0,216,7
2,0,0,1,0,56,70,4
1,1,2,0,1,0,306,8
2,2,1,0,1,0,105,13
0,1,1,0,0,0,125,26
2,0,2,1,0,0,223,1
0,1,0,2,0,0,149,3
1,2,0,0,0,0,257,27
0,0,1,1,0,0,47,7
1,2,1,0,1,156,266,8
0,2,1,2,1,108,131,4
1,2,0,0,0,0,266,24
1,2,1,1,1,0,201,19
2,2,1,0,0,0,169,14
1,2,2,0,0,0,266,18
1,1,1,0,1,0,82,17
1,0,0,0,0,166,246,5
1,0,0,2,1,44,53,25
0,2,1,2,1,0,52,21
1,0,1,1,0,0,88,20
1,1,2,0,0,0,222,15
1,2,0,2,0,0,220,9
0,0,2,1,1,0,1,27
2,0,2,2,1,0,207,19
1,1,1,1,1,0,168,17
2,0,2,1,1,32,84,24
1,1,2,0,0,0,187,11
1,1,2,0,1,0,84,23
0,1,0,2,1,0,259,15
1,0,2,1,0,0,60,4
2,0,0,1,1,0,257,19
1,1,1,1,0,0,9,2
0,0,1,2,0,47,263,11
2,1,0,0,0,0,166,8
2,0,2,0,1,0,201,27
2,2,2,2,1,0,78,23
2,1,2,2,0,4,175,27
1,0,2,1,0,0,15,14
1,0,0,1,1,0,304,6
1,0,0,2,1,0,168,27
2,0,2,2,0,40,236,22
0,0,1,1,1,54,3,4
2,0,1,0,0,0,248,10
1,0,2,1,0,0,294,6
0,2,1,2,0,129,219,12
0,1,0,2,0,160,249,19
0,0,0,2,0,0,77,22
2,1,2,0,1,0,126,0
0,2,0,1,1,0,131,10
0,2,1,1,0,0,126,10
2,2,0,2,0,0,100,9
0,2,1,0,1,0,281,6
2,0,0,1,0,0,250,6
0,1,1,1,1,0,111,27
1,1,0,2,1,0,36,25
1,2,0,1,1,0,10,10
1,0,1,0,1,36,159,21
2,2,0,2,1,0,213,20
2,2,2,1,1,0,4,23
1,2,2,0,1,0,29,12
2,0,0,2,1,0,127,8
1,2,1,0,0,0,153,14
2,1,0,1,0,0,178,9
0,0,0,0,0,0,187,21
1,2,2,0,0,156,251,15
0,1,1,1,0,0,219,10
0,1,2,2,0,0,290,7
0,0,0,1,0,0,67,0
1,2,1,2,0,0,43,19
2,2,2,2,0,0,208,26
0,0,1,2,1,15,283,27
2,0,0,2,0,0,215,10
1,2,0,2,1,0,179,0
1,2,0,0,0,0,34,8
0,0,2,1,1,0,265,21
1,1,2,0,0,7,170,2
0,0,0,1,0,0,268,10
1,2,1,2,1,0,237,15
1,2,1,2,1,0,21,8
1,1,1,0,1,0,146,21
1,1,0,0,0,0,231,26
0,1,1,1,1,0,129,22
1,2,2,1,1,0,204,15
0,2,0,1,1,0,239,0
0,2,2,0,1,0,109,11
1,2,1,0,1,0,215,26
0,1,2,2,0,0,312,7
0,1,0,0,1,0,262,13
2,1,1,2,0,169,142,24
0,0,2,0,1,0,244,17
2,1,2,0,1,0,147,19
2,2,1,2,0,0,93,15
1,1,2,0,0,0,80,27
0,0,1,1,1,0,261,1
1,0,1,1,0,175,206,12
2,1,2,2,1,0,309,18
2,0,0,1,1,86,219,1
2,2,1,1,0,0,38,0
1,1,0,0,1,0,191,10
2,1,0,2,1,0,22,20
1,1,2,0,0,0,158,15
1,1,0,0,1,89,44,14
2,1,1,2,0,9,87,19
0,0,0,2,1,129,123,23
0,2,0,0,0,0,159,24
2,1,0,1,1,0,227,12
0,2,0,1,1,0,133,12
2,1,0,0,0,0,29,25
2,1,2,2,0,0,130,25
0,0,2,2,1,0,13,18
0,2,0,1,0,0,273,14
1,2,0,2,1,0,253,24
2,2,0,2,1,70,198,6
2,0,1,0,0,0,310,23
0,1,0,2,0,0,204,26
2,0,2,0,1,0,211,18
1,1,1,1,1,0,251,3
1,2,2,2,0,0,115,11
2,2,1,0,0,0,247,0
2,0,2,1,0,0,252,3
2,1,1,2,1,0,222,6
1,0,0,0,0,9,229,23
0,2,0,1,0,174,50,6
2,0,1,1,1,47,172,22
2,0,2,2,0,0,263,5
2,2,2,1,0,114,271,14
0,2,2,1,1,28,135,1
2,1,0,1,0,0,11,13
1,2,1,0,0,0,129,18
2,2,1,0,0,0,81,20
1,1,1,0,1,149,260,18
0,0,2,2,1,0,68,7
1,0,2,0,1,0,71,8
1,1,0,1,0,0,197,24
2,1,0,2,0,0,28,27
1,0,2,2,1,0,100,5
2,0,1,1,1,0,285,23
2,2,2,2,1,55,157,2
2,2,0,0,1,0,123,2
2,1,2,0,0,0,165,27
0,1,1,0,1,0,37,13
1,2,2,1,0,0,136,16
0,1,0,2,1,0,205,22
2,1,1,2,1,0,230,12
0,2,1,2,1,0,84,5
0,0,1,2,1,0,194,6
2,0,2,0,1,0,119,16
1,0,2,1,0,0,263,24
2,0,1,2,0,0,222,19
2,2,2,1,0,0,215,18
2,2,2,0,0,77,180,19
0,2,0,0,1,136,252,4
2,1,1,1,1,0,76,26
0,0,1,0,1,0,90,16
2,0,2,1,0,171,170,20
1,0,2,2,1,0,251,0
0,1,0,1,0,0,262,14
2,2,0,0,1,0,100,10
2,1,0,2,1,158,226,19
2,2,1,2,0,0,191,1
0,0,0,1,1,0,67,27
2,1,1,0,1,0,34,18
0,0,1,1,0,0,36,5
2,0,2,2,0,0,178,27
2,2,0,0,0,0,205,11
1,1,2,1,1,0,189,18
0,2,0,2,0,0,93,24
2,0,2,1,0,0,301,25
2,2,2,2,1,92,239,13
0,0,1,2,1,0,104,16
0,1,2,2,1,144,54,17
0,2,2,1,1,0,275,6
1,2,1,0,0,68,96,0
1,2,2,1,0,0,61,11
2,1,2,1,1,0,46,25
0,1,1,0,1,0,280,21
2,2,2,0,0,0,137,17
2,0,2,0,1,149,136,15
0,2,2,0,1,0,230,2
1,0,0,1,1,162,214,15
1,1,1,2,1,0,150,23
2,0,0,0,0,77,77,9
0,1,2,0,0,0,278,22
2,2,1,0,0,158,198,6
2,0,2,2,1,0,292,3
2,1,1,0,1,0,106,0
1,0,0,0,0,0,113,21
2,1,2,0,0,0,67,19
2,2,2,2,0,0,98,20
2,1,0,1,1,0,192,11
2,2,2,1,1,0,283,3
2,1,1,0,1,0,27,8
0,2,2,2,0,5,184,0
0,0,0,2,1,43,207,11
1,0,1,0,1,0,296,5
2,0,1,2,1,0,165,17
0,0,2,2,1,56,142,13
0,2,2,1,0,0,301,23
1,2,0,1,0,0,155,19
2,0,0,0,0,0,260,12
0,1,1,1,1,0,28,22
1,0,0,2,1,0,267,16
1,0,0,1,0,0,215,14
2,0,1,1,1,0,69,14
0,0,1,2,0,0,246,13
0,1,1,1,0,0,163,7
1,2,0,2,1,0,117,12
2,0,1,2,0,0,266,21
2,1,0,1,1,61,150,17
2,0,1,0,0,0,122,17
0,0,1,1,0,0,105,20
1,0,2,1,1,0,154,4
0,1,1,2,0,0,228,26
2,0,0,1,0,0,250,5
1,1,1,2,1,66,244,8
0,0,1,0,1,92,75,23
0,1,1,1,1,0,156,23
0,2,0,1,0,0,94,7
0,2,1,1,1,0,24,17
1,0,0,1,1,0,142,8
0,1,2,1,1,0,191,1
0,0,1,0,0,0,94,20
1,2,1,2,0,0,50,27
2,0,2,1,0,31,236,11
0,1,1,0,1,44,210,7
0,2,2,0,1,0,299,4
2,2,2,1,0,65,214,7
0,2,1,1,1,0,54,18
2,0,0,0,0,6,267,13
2,2,1,2,0,113,249,27
2,1,2,1,0,177,189,4
2,2,1,0,1,0,26,19
2,0,2,2,0,0,218,5
0,0,0,0,0,29,188,6
2,0,2,1,1,0,236,0
0,2,0,0,1,97,154,21
1,1,2,1,1,50,260,10
0,1,2,1,1,66,306,23
1,1,0,1,0,0,224,0
1,2,1,0,1,75,68,5
2,1,1,1,1,0,195,4
0,1,2,0,1,0,212,2
2,1,1,0,1,0,182,13
1,2,2,2,1,0,263,11
0,0,2,2,1,0,202,3
2,2,2,0,0,0,199,8
2,2,1,2,1,94,109,10
0,1,0,1,0,0,84,6
0,2,1,1,0,0,251,13
2,2,2,0,0,0,222,4
2,0,2,0,1,0,182,25
1,2,1,2,1,0,286,13
0,2,0,1,1,0,247,16
0,0,0,1,1,129,225,5
1,2,1,0,1,0,301,25
2,0,1,2,0,0,278,22
0,0,1,1,0,0,300,6
1,2,2,2,1,0,99,8
0,0,0,0,0,0,225,18
2,2,2,0,1,0,129,19
0,0,2,0,1,0,133,17
1,0,1,1,0,0,299,15
2,1,2,1,1,0,164,2
1,2,0,0,0,0,113,14
0,2,2,0,0,0,311,24
1,1,0,2,1,0,156,17
0,2,2,0,0,0,293,0
0,1,1,2,1,0,102,26
2,2,0,1,0,3,21,27
1,1,2,2,1,0,92,24
0,2,2,1,1,140,185,3
0,2,1,1,1,0,121,21
2,1,1,1,0,72,267,23
1,0,1,1,1,0,100,22
2,1,1,2,0,0,156,20
0,0,1,0,1,0,156,20
0,0,0,1,1,0,283,26
0,1,0,2,0,0,213,23
2,0,1,2,0,0,308,20
1,2,1,2,0,0,292,11
0,0,0,0,0,37,112,19
0,0,0,0,1,0,142,10
0,0,1,1,1,0,276,4
0,2,0,0,1,0,118,27
2,0,1,1,1,0,181,3
1,0,0,2,0,0,115,19
1,2,1,0,0,0,112,3
1,0,0,0,1,0,210,4
1,1,1,0,1,0,158,16
1,2,0,0,0,0,143,20
0,2,0,1,0,0,305,22
1,2,1,1,0,0,291,4
2,0,1,1,0,0,302,8
0,2,0,1,1,0,207,13
1,2,2,2,0,0,77,6
0,2,1,1,1,0,73,26
0,1,0,1,0,98,155,13
1,1,0,0,1,6,170,20
1,2,0,1,1,0,302,4
1,0,2,1,1,0,115,19
1,1,0,0,0,161,241,0
1,2,0,0,0,111,78,21
1,1,1,2,0,0,144,17
2,0,0,2,1,179,208,24
2,2,1,0,0,25,104,11
2,2,0,2,1,0,135,9
1,1,0,0,1,0,101,7
1,1,0,2,1,0,44,0
1,1,2,0,1,0,31,27
2,2,2,0,0,164,11,14
2,2,0,0,1,0,152,16
1,0,2,2,0,0,310,5
2,0,1,0,0,70,303,14
2,2,1,2,0,0,197,22
1,1,0,2,1,0,160,7
2,1,1,0,0,0,292,3
0,0,1,2,0,0,184,11
0,2,1,1,0,0,68,26
1,2,0,1,0,0,103,4
0,1,1,1,1,112,178,18
1,1,2,0,1,0,84,2
1,2,0,2,0,0,282,6
2,2,0,1,1,0,88,15
0,0,1,0,0,162,266,10
1,2,1,0,1,0,236,7
0,0,0,0,1,0,66,20
0,1,0,0,1,0,47,15
0,2,2,2,1,0,25,6
0,1,2,0,0,0,200,11
2,1,0,1,1,173,157,7
1,2,2,2,1,0,305,11
2,1,0,0,1,0,164,17
1,2,0,2,1,161,312,23
0,1,1,2,0,0,92,12
2,1,2,0,1,0,287,12
0,2,0,0,0,0,225,22
0,1,0,1,1,0,48,15
1,1,0,2,0,0,91,22
2,2,0,1,0,0,118,14
0,0,0,0,0,0,189,27
0,2,1,1,0,0,218,21
2,1,1,0,1,0,105,0
0,0,1,0,1,93,59,11
0,0,2,2,0,0,186,1
0,2,1,2,0,0,28,4
1,2,0,1,1,0,203,6
1,1,0,2,0,0,18,26
1,2,1,0,1,0,44,18
1,2,2,0,1,0,172,13
2,2,0,1,1,0,282,12
2,0,1,0,1,0,6,20
1,0,0,0,1,0,27,11
0,2,1,1,1,0,227,0
2,2,1,1,0,0,180,7
2,1,2,2,0,0,49,1
1,1,0,2,1,0,249,27
2,2,1,0,1,67,194,17
1,2,0,1,1,0,89,27
1,0,0,2,0,59,100,25
0,2,0,1,0,92,230,12
2,1,2,1,1,0,257,26
2,1,2,2,0,104,97,25
2,2,2,1,0,0,27,2
0,2,1,2,1,0,118,27
2,1,0,2,0,0,49,20
1,2,2,2,1,0,98,0
1,0,2,0,0,0,272,12
2,1,0,1,0,0,259,9
0,1,2,0,0,0,274,22
1,0,0,2,0,0,208,3
2,0,0,2,0,0,73,12
0,0,1,2,1,0,285,1
0,0,0,1,1,0,304,5
1,2,1,1,0,0,98,14
2,2,2,0,1,0,294,21
0,1,0,2,0,0,187,2
1,0,1,1,0,0,62,21
2,2,0,1,1,0,137,6
1,0,2,1,1,0,179,15
2,2,1,1,0,0,164,23
0,2,0,0,1,0,240,14
0,1,0,2,0,0,243,7
2,1,2,0,0,0,219,3
2,2,1,1,0,0,238,2
2,2,2,1,1,0,122,7
2,2,0,0,1,0,104,23
1,0,1,1,1,103,0,13
1,0,0,2,1,0,256,21
2,1,2,0,1,44,147,2
0,2,0,1,1,0,193,20
0,1,0,1,1,0,255,1
1,1,1,2,1,0,273,18
0,2,1,0,1,0,213,15
1,0,0,2,0,0,149,8
2,0,1,0,0,0,249,27
0,2,1,0,0,0,206,14
0,0,2,0,0,0,19,6
2,0,2,2,0,0,290,11
1,1,2,2,0,0,303,7
0,1,0,0,0,0,180,5
2,2,1,2,0,57,32,24
2,2,1,0,0,162,36,0
0,2,2,0,1,170,286,5
1,0,1,0,0,0,198,27
0,1,2,2,1,0,101,25
1,2,2,1,1,0,295,17
2,2,2,0,1,0,21,25
2,1,2,2,1,0,51,2
2,1,1,2,0,1,55,23
2,1,1,0,1,0,215,6
2,0,1,0,0,0,6,24
1,0,1,2,1,0,233,18
2,1,0,1,1,0,256,14
1,2,0,1,1,0,126,13
1,1,0,0,0,0,309,27
0,1,2,2,1,0,292,0
0,2,0,2,1,0,28,6
2,2,0,1,1,0,307,5
2,1,2,2,0,0,203,14
0,2,0,2,1,0,26,12
2,2,0,1,1,0,97,13
2,0,2,0,0,0,310,15
1,2,2,1,1,0,2,9
2,1,0,1,1,0,92,1
1,2,0,2,1,0,46,13
2,2,1,2,0,0,293,5
1,0,2,0,1,0,194,4
0,2,2,1,0,0,202,4
0,2,2,1,0,0,128,26
2,0,0,2,0,0,222,24
0,0,0,2,1,0,57,3
1,0,1,1,0,0,77,20
2,0,2,0,0,0,82,4
1,2,0,1,0,0,188,11
2,0,1,1,1,0,245,9
2,1,2,1,1,0,276,27
2,0,1,2,0,0,151,15
1,1,1,2,1,77,40,8
0,0,2,2,0,161,183,15
1,0,0,2,0,133,221,17
1,1,0,2,0,113,294,14
0,2,2,1,1,0,61,23
0,2,1,1,1,0,48,15
0,2,1,1,1,0,137,0
1,2,0,1,1,0,83,25
2,0,1,2,0,0,56,6
0,1,0,2,1,0,274,24
2,1,0,1,1,0,98,6
0,2,0,2,1,171,217,24
1,1,2,0,1,0,159,26
0,2,0,1,1,101,107,19
2,0,0,2,0,0,156,20
1,1,1,1,1,0,103,3
0,2,2,1,1,0,52,16
1,2,1,0,1,0,15,5
0,0,0,1,1,116,166,7
0,0,2,1,0,101,39,16
2,0,0,0,0,0,152,9
1,0,0,2,1,0,100,26
1,2,1,2,0,0,150,15
1,2,2,0,1,0,254,10
0,2,0,0,0,0,160,20
0,2,1,1,0,130,304,1
1,0,0,2,1,115,199,26
2,0,0,0,0,5,216,12
1,1,1,1,1,0,227,3
1,0,0,0,1,0,189,7
0,0,2,2,1,0,53,9
2,2,0,1,1,134,253,1
2,2,1,1,0,0,176,17
2,1,1,2,0,0,232,23
1,2,1,1,0,0,47,21
2,0,1,2,1,0,186,9
2,1,1,0,0,0,167,6
0,1,0,1,0,0,139,7
1,1,2,0,0,0,263,4
0,0,1,0,1,5,114,7
1,2,1,0,1,0,176,5
0,2,1,0,1,0,186,3
1,0,2,2,0,0,172,6
1,0,1,0,0,0,58,19
2,2,1,0,1,0,126,4
1,0,2,1,0,0,245,12
1,0,0,2,1,0,186,17
2,1,1,1,1,0,158,13
2,2,2,0,1,122,186,23
0,2,0,2,0,0,268,26
2,1,0,1,1,0,80,8
2,1,0,2,0,0,314,25
0,1,2,2,1,72,293,16
1,2,1,0,0,0,42,19
1,1,1,2,1,0,126,12
0,0,0,1,1,96,130,25
2,2,1,0,1,0,10,14
